category,review_title,review_content,rating
Video Game Consoles,Why I love my Pearl GO!,"I love the color first of all, Pearl White is not a color you see everyday in gaming devices.  I love the hands-free everything about it.  Not having to tote around a hundred UMD games is awesome!! I can just plug my GO into my PS3 and transfer any files, movies, pics, music or games and be on my way by the time my Pop Tarts are done.  There are plenty of fun and cheap accessories that you can buy for the GO on eBay too! Overall I would recommend the PSP Go to anyone who loves handheld gaming.Read full review...",5
Video Game Consoles,It is WAY much easier to use then the old ones.,When I first got my PSP go I thought it would be hard to use but then I realize that it is the same as a regular PSP and the gaming is amazing too not having to carry so man UMD for different game now all you have to do is log off your game and select another which is much more easier then looking for the UMD disc and you also don't have to hear the awful scratching sound when your PSP read a UMD so I think this is a good upgrade for me.Read full review...,5
Video Game Consoles,Excellent item. sony PSP Pearl White,"I Love its features, the light weight, good graphics. etc etc. The color is excellent, good price and able to use it for my tunes, pictures, and email...",5
Video Game Consoles,Sony PSP Go Pearl White,"This is what my son wanted and absolutely loves it.  Use to have a PSP, but the constant buying of the games, selling, trading, whatever got expensive.  He wanted this one to eliminate that and the slim design and the color is just incredible.  He can't put it down.  He loves Little Big Planet and it was $20 to download the game, but you know it's worth it.  I hated all the games and trading it and buying and the back and forth.  This is much better.  He doesn't have to haul around another case full of games.  He truly loves this.Read full review...",5
Video Game Consoles,Love the PSP Go!,"The psp go is great. It was shipped with everything shown, came in earlier than expected, and is working great.",5
Video Game Consoles,I love this device,Cute and handy with great graphic and great functions.,5
Video Game Consoles,Device perfectly stable and holds a charge,"Awesome device, a bit disappointed that some of the roms are not all legit. But overall still fun and most of the Roms are great.",5
Video Game Consoles,Nice addition to my PlayStation collection,Great value for what I paid for,5
Video Game Consoles,Awesome little system,Found all my old roms and have turned this into a nice little retro gaming device.,5
Video Game Consoles,Fantastic!!!,"is an excellent device: D. Simple and comfortable, easy to use and keeps me up to date.If you can buy would be great and able to interact with other people through him.",5
Video Game Consoles,PSP Go,"PSP Go is fun, but the games are expensive and you can only fit a few games on there until all 16 gb are taken and then you have to buy a memory stick.  The games also take a REALLY long time to download.  Almost 45 minutes.  Probably should have just gone with the PSP.Read full review...",4
